#Nome_da_Administradora;CNPJ_da_Administradora;Data_base;Código_do_grupo;Código_do_segmento;Número_da_assembléia_geral_ordinária;Valor_médio_do_bem;Índice_de_correção;Taxa_de_administração;Prazo_do_grupo_em_meses;Quantidade_de_cotas_ativas_em_dia;Quantidade_de_cotas_ativas_contempladas_inadimplentes;Quantidade_de_cotas_ativas_não_contempladas_inadimplentes;Quantidade_de_cotas_ativas_contempladas_no_mês;Quantidade_de_cotas_excluídas;Quantidade_de_cotas_ativas_quitadas;Quantidade_de_cotas_ativas_com_crédito_pendente_de_utilização
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01988;1;14;103939,41;99;29,50704;216;617;0;22;3;165;1;26
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01989;1;4;100000,00;99;30,00000;216;412;0;15;1;20;0;7
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01992;1;12;100105,74;99;29,38995;216;611;1;15;1;114;0;22
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01994;1;11;99953,92;99;29,61978;216;607;0;40;2;84;0;21
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01996;1;9;99318,89;99;29,29102;216;624;0;22;1;67;0;19
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01997;1;7;118432,71;99;29,40068;216;578;0;6;4;13;0;11
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;01998;1;7;99784,95;99;29,36572;216;625;0;8;2;77;0;15
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02102;1;16;263325,11;99;26,64836;216;852;4;118;3;723;0;37
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02103;1;27;122125,68;99;27,56868;216;822;5;54;2;723;1;39
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02107;1;25;115992,24;99;27,44728;216;796;6;99;2;731;2;45
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02108;1;6;248642,66;99;27,41667;216;335;0;19;0;23;2;5
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02111;1;23;113228,01;99;27,86031;216;861;2;107;3;598;4;39
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02113;1;22;119668,61;99;27,67708;216;848;0;112;2;579;1;50
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02115;1;17;111821,88;99;27,80229;216;863;4;94;1;547;0;37
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02117;1;14;103856,05;99;27,81752;216;876;1;82;2;391;3;37
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02119;1;8;102806,84;99;27,91906;216;907;1;68;4;209;0;23
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02150;1;11;222181,33;99;27,31524;216;950;0;146;1;249;3;14
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02201;1;4;99938,18;99;30,00000;216;624;0;23;2;36;0;9
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02203;1;2;100232,56;99;30,00000;216;429;0;1;1;0;0;2
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02204;1;2;100000,00;99;30,00000;216;644;0;5;1;10;0;4
RODOBENS ADM CONSORCIOS LTDA                                ;51855716;202411;02206;1;1;100000,00;99;30,00000;216;636;0;0;2;6;0;2
BRADESCO CONS. LTDA.                                        ;52568821;202411;00667;1;144;109551,33;3;14,93389;144;709;8;0;0;770;708;12
BRADESCO CONS. LTDA.                                        ;52568821;202411;00668;1;144;108692,90;3;14,95509;144;710;7;0;0;777;710;12
BRADESCO CONS. LTDA.                                        ;52568821;202411;00669;1;144;92350,93;3;15,80163;144;426;3;0;0;578;426;6
BRADESCO CONS. LTDA.                                        ;52568821;202411;00670;1;144;106933,71;3;14,90626;144;706;13;0;0;830;706;16
BRADESCO CONS. LTDA.                                        ;52568821;202411;00671;1;144;106163,67;3;14,90348;144;709;9;0;0;744;710;17
BRADESCO CONS. LTDA.                                        ;52568821;202411;00672;1;144;105385,98;3;14,83078;144;709;9;0;0;750;706;18
BRADESCO CONS. LTDA.                                        ;52568821;202411;00673;1;144;106516,27;3;14,81375;144;711;9;0;0;839;713;13
BRADESCO CONS. LTDA.                                        ;52568821;202411;00674;1;144;108089,32;3;14,72503;144;712;7;0;1;889;712;16
BRADESCO CONS. LTDA.                                        ;52568821;202411;00675;1;144;106326,11;3;14,84735;144;703;15;0;0;817;702;20
BRADESCO CONS. LTDA.                                        ;52568821;202411;00676;1;144;105961,28;3;14,63748;144;703;12;0;1;961;702;14
BRADESCO CONS. LTDA.                                        ;52568821;202411;00677;1;143;106993,70;3;14,95704;144;691;26;0;0;957;614;22
BRADESCO CONS. LTDA.                                        ;52568821;202411;00678;1;143;107295,72;3;14,76783;144;706;12;0;0;910;634;25
BRADESCO CONS. LTDA.                                        ;52568821;202411;00679;1;143;110492,87;3;14,87917;144;705;15;0;0;906;631;15
BRADESCO CONS. LTDA.                                        ;52568821;202411;00680;1;143;106451,41;3;14,87326;144;704;14;0;0;897;631;24
BRADESCO CONS. LTDA.                                        ;52568821;202411;00681;1;142;107655,66;3;15,30598;144;707;12;0;0;816;541;18
BRADESCO CONS. LTDA.                                        ;52568821;202411;00682;1;142;107793,07;3;15,17782;144;704;13;0;0;773;531;27
BRADESCO CONS. LTDA.                                        ;52568821;202411;00683;1;141;110027,32;3;15,61130;144;693;24;0;0;782;521;24
BRADESCO CONS. LTDA.                                        ;52568821;202411;00684;1;140;109051,03;3;15,55231;144;692;23;0;0;801;500;27
BRADESCO CONS. LTDA.                                        ;52568821;202411;00685;1;139;110832,02;3;15,54430;144;685;24;2;0;811;485;22
BRADESCO CONS. LTDA.                                        ;52568821;202411;00686;1;139;107652,78;3;15,39915;144;684;25;0;0;864;502;21
BRADESCO CONS. LTDA.                                        ;52568821;202411;00687;1;138;107907,54;3;15,50392;144;695;19;1;0;880;482;35
BRADESCO CONS. LTDA.                                        ;52568821;202411;00688;1;138;109766,48;3;15,49150;144;690;28;0;0;831;492;33
BRADESCO CONS. LTDA.                                        ;52568821;202411;00689;1;137;109329,58;3;15,60810;144;695;19;2;0;813;487;21
BRADESCO CONS. LTDA.                                        ;52568821;202411;00690;1;136;108693,28;3;15,76039;144;689;28;0;0;733;482;40
BRADESCO CONS. LTDA.                                        ;52568821;202411;00691;1;136;110592,01;3;15,41018;144;691;25;1;0;772;485;28
BRADESCO CONS. LTDA.                                        ;52568821;202411;00692;1;135;108874,25;3;15,52420;144;687;32;0;0;792;453;33
BRADESCO CONS. LTDA.                                        ;52568821;202411;00693;1;135;111016,57;3;15,29413;144;699;16;0;0;799;448;38
BRADESCO CONS. LTDA.                                        ;52568821;202411;00694;1;134;110716,54;3;15,61722;144;692;28;0;0;842;457;31
BRADESCO CONS. LTDA.                                        ;52568821;202411;00695;1;134;110251,02;3;15,37821;144;695;21;0;0;779;500;36
BRADESCO CONS. LTDA.                                        ;52568821;202411;00696;1;133;110445,17;3;15,27841;144;691;27;0;0;812;473;37
BRADESCO CONS. LTDA.                                        ;52568821;202411;00697;1;133;108922,72;3;15,43849;144;695;22;0;0;880;450;60
BRADESCO CONS. LTDA.                                        ;52568821;202411;00698;1;133;110207,01;3;15,21008;144;694;20;0;1;890;465;59
BRADESCO CONS. LTDA.                                        ;52568821;202411;00699;1;133;108972,13;3;15,35843;144;685;27;0;0;966;434;57
BRADESCO CONS. LTDA.                                        ;52568821;202411;00700;1;144;109713,46;3;15,49028;144;717;3;0;0;944;717;11
BRADESCO CONS. LTDA.                                        ;52568821;202411;00701;1;132;101510,80;3;15,17125;144;693;27;0;0;950;486;35
BRADESCO CONS. LTDA.                                        ;52568821;202411;00702;1;131;104943,05;3;15,67208;144;691;28;1;0;961;457;47
BRADESCO CONS. LTDA.                                        ;52568821;202411;00703;1;131;104328,63;3;15,43547;144;702;17;0;0;1005;463;49
BRADESCO CONS. LTDA.                                        ;52568821;202411;00704;1;131;105295,52;3;15,39721;144;692;25;1;0;919;452;43
BRADESCO CONS. LTDA.                                        ;52568821;202411;00705;1;131;104837,95;3;15,52968;144;686;25;0;0;1023;453;48
BRADESCO CONS. LTDA.                                        ;52568821;202411;00706;1;132;103960,28;3;15,28942;144;700;15;3;0;1021;457;54
BRADESCO CONS. LTDA.                                        ;52568821;202411;00707;1;132;105779,77;3;15,07065;144;691;20;1;0;999;455;54
BRADESCO CONS. LTDA.                                        ;52568821;202411;00708;1;132;104867,16;3;15,24567;144;694;21;1;0;956;456;54
BRADESCO CONS. LTDA.                                        ;52568821;202411;00709;1;131;106172,79;3;15,71704;144;697;19;0;0;972;470;44
BRADESCO CONS. LTDA.                                        ;52568821;202411;00710;1;130;109020,25;3;15,65780;144;702;16;0;0;817;451;43
BRADESCO CONS. LTDA.                                        ;52568821;202411;00711;1;129;109158,95;3;15,86161;144;692;26;1;1;899;470;38
BRADESCO CONS. LTDA.                                        ;52568821;202411;00712;1;129;108582,06;3;16,01967;144;693;22;2;0;780;498;39
BRADESCO CONS. LTDA.                                        ;52568821;202411;00713;1;127;503534,67;3;17,85466;180;691;22;6;6;952;312;81
BRADESCO CONS. LTDA.                                        ;52568821;202411;00714;1;127;102991,82;3;17,48257;180;676;30;11;3;1190;272;99
BRADESCO CONS. LTDA.                                        ;52568821;202411;00715;1;127;104498,52;3;17,29104;180;676;21;17;2;1016;265;92
BRADESCO CONS. LTDA.                                        ;52568821;202411;00716;1;126;104057,37;3;16,59219;180;688;19;10;5;1062;248;85
BRADESCO CONS. LTDA.                                        ;52568821;202411;00717;1;126;104503,26;3;16,23469;180;688;22;5;4;1075;249;82
BRADESCO CONS. LTDA.                                        ;52568821;202411;00718;1;126;102693,09;3;16,39388;180;687;25;7;5;1104;243;74
BRADESCO CONS. LTDA.                                        ;52568821;202411;00719;1;126;105657,13;3;16,64972;180;695;14;8;7;985;248;90
BRADESCO CONS. LTDA.                                        ;52568821;202411;00720;1;126;100652,66;3;16,60833;180;688;18;14;3;986;260;76
BRADESCO CONS. LTDA.                                        ;52568821;202411;00721;1;124;490795,87;3;17,72564;180;513;23;3;6;762;182;72
BRADESCO CONS. LTDA.                                        ;52568821;202411;00722;1;126;103236,21;3;16,43989;180;693;13;11;6;986;254;83
BRADESCO CONS. LTDA.                                        ;52568821;202411;00723;1;126;101256,34;3;16,32388;180;686;14;16;5;1008;262;81
BRADESCO CONS. LTDA.                                        ;52568821;202411;00724;1;126;103775,80;3;16,71024;180;679;24;10;6;984;250;83
BRADESCO CONS. LTDA.                                        ;52568821;202411;00725;1;125;104200,63;3;16,79310;180;681;21;8;3;977;275;81
BRADESCO CONS. LTDA.                                        ;52568821;202411;00726;1;124;104795,30;3;16,42598;180;684;24;4;4;940;237;81
BRADESCO CONS. LTDA.                                        ;52568821;202411;00727;1;124;104533,61;3;16,58319;180;663;25;8;4;944;225;76
BRADESCO CONS. LTDA.                                        ;52568821;202411;00728;1;124;106122,95;3;16,42725;180;671;22;8;4;963;210;86
BRADESCO CONS. LTDA.                                        ;52568821;202411;00729;1;124;103558,87;3;16,13956;180;649;24;7;5;1007;230;77
BRADESCO CONS. LTDA.                                        ;52568821;202411;00730;1;123;105191,18;3;16,63258;180;622;16;5;1;964;211;73
BRADESCO CONS. LTDA.                                        ;52568821;202411;00731;1;123;104869,78;3;16,54867;180;620;15;6;3;1061;201;83
BRADESCO CONS. LTDA.                                        ;52568821;202411;00732;1;123;103821,04;3;16,33766;180;663;20;10;5;1002;225;81
BRADESCO CONS. LTDA.                                        ;52568821;202411;00733;1;123;104663,02;3;16,76045;180;596;22;4;4;1005;227;80
BRADESCO CONS. LTDA.                                        ;52568821;202411;00734;1;123;102505,64;3;16,40498;180;598;23;2;3;889;210;76
BRADESCO CONS. LTDA.                                        ;52568821;202411;00735;1;122;103793,06;3;16,52777;180;599;17;7;6;904;213;74
BRADESCO CONS. LTDA.                                        ;52568821;202411;00736;1;122;105665,37;3;16,55997;180;629;22;6;6;872;190;92
BRADESCO CONS. LTDA.                                        ;52568821;202411;00737;1;122;104540,73;3;16,60882;180;592;15;5;2;940;200;73
BRADESCO CONS. LTDA.                                        ;52568821;202411;00738;1;122;103350,85;3;16,74664;180;572;16;8;3;1060;194;68
BRADESCO CONS. LTDA.                                        ;52568821;202411;00739;1;122;101749,92;3;16,50705;180;577;25;8;6;937;215;76
BRADESCO CONS. LTDA.                                        ;52568821;202411;00740;1;122;105246,99;3;16,80641;180;552;23;2;4;1068;188;76
BRADESCO CONS. LTDA.                                        ;52568821;202411;00741;1;122;103303,99;3;16,60273;180;615;20;7;3;979;222;74
BRADESCO CONS. LTDA.                                        ;52568821;202411;00742;1;122;103586,02;3;16,86848;180;587;33;5;4;932;195;64
BRADESCO CONS. LTDA.                                        ;52568821;202411;00743;1;121;110977,34;3;16,29744;180;678;13;11;6;954;214;87
BRADESCO CONS. LTDA.                                        ;52568821;202411;00744;1;121;104419,05;3;16,43473;180;598;15;6;2;1043;214;66
BRADESCO CONS. LTDA.                                        ;52568821;202411;00745;1;121;104218,88;3;16,19085;180;594;15;3;3;1093;217;69
BRADESCO CONS. LTDA.                                        ;52568821;202411;00746;1;121;105299,82;3;16,51313;180;598;17;2;1;1044;214;67
BRADESCO CONS. LTDA.                                        ;52568821;202411;00747;1;121;104598,03;3;16,36974;180;596;21;6;4;1017;219;74
BRADESCO CONS. LTDA.                                        ;52568821;202411;00748;1;121;109669,15;3;16,36338;180;668;20;10;4;1101;198;88
BRADESCO CONS. LTDA.                                        ;52568821;202411;00749;1;119;101961,30;3;16,41469;180;634;12;7;3;1090;202;79
BRADESCO CONS. LTDA.                                        ;52568821;202411;00750;1;119;98198,27;3;16,76458;180;581;14;12;7;1169;211;83
BRADESCO CONS. LTDA.                                        ;52568821;202411;00751;1;119;97942,23;3;16,70177;180;590;21;4;2;1015;197;87
BRADESCO CONS. LTDA.                                        ;52568821;202411;00752;1;119;98579,52;3;16,50940;180;583;17;5;4;1068;191;84
BRADESCO CONS. LTDA.                                        ;52568821;202411;00753;1;119;97464,02;3;16,58193;180;625;8;9;4;1034;210;87
BRADESCO CONS. LTDA.                                        ;52568821;202411;00754;1;119;98151,73;3;16,77019;180;576;15;3;5;1148;211;74
BRADESCO CONS. LTDA.                                        ;52568821;202411;00755;1;119;99916,51;3;16,66640;180;615;6;7;4;927;212;95
BRADESCO CONS. LTDA.                                        ;52568821;202411;00756;1;118;103943,50;3;16,82184;180;599;15;11;5;1047;207;68
BRADESCO CONS. LTDA.                                        ;52568821;202411;00757;1;118;99607,28;3;16,77780;180;623;14;14;2;959;205;76
BRADESCO CONS. LTDA.                                        ;52568821;202411;00758;1;117;99103,62;3;16,76712;180;573;15;5;4;917;209;76
BRADESCO CONS. LTDA.                                        ;52568821;202411;00759;1;117;97153,89;3;16,58774;180;641;15;9;4;1004;205;79
BRADESCO CONS. LTDA.                                        ;52568821;202411;00760;1;116;96861,10;3;16,55089;180;588;14;13;2;1058;174;94
BRADESCO CONS. LTDA.                                        ;52568821;202411;00761;1;116;97579,65;3;16,58874;180;637;13;17;3;1002;207;99
BRADESCO CONS. LTDA.                                        ;52568821;202411;00762;1;115;96506,89;3;16,53060;180;657;14;12;5;1027;203;92
BRADESCO CONS. LTDA.                                        ;52568821;202411;00763;1;115;98929,69;3;16,56246;180;589;12;17;4;1175;160;86
BRADESCO CONS. LTDA.                                        ;52568821;202411;00764;1;115;94282,95;3;16,33622;180;618;22;6;5;1232;186;97
BRADESCO CONS. LTDA.                                        ;52568821;202411;00765;1;115;94678,29;3;16,29755;180;627;19;7;7;1171;181;88
BRADESCO CONS. LTDA.                                        ;52568821;202411;00766;1;115;97743,30;3;16,47449;180;601;24;10;3;1032;165;81
BRADESCO CONS. LTDA.                                        ;52568821;202411;00767;1;115;98379,06;3;17,07410;180;583;22;9;2;996;177;66
BRADESCO CONS. LTDA.                                        ;52568821;202411;00768;1;114;101132,76;3;16,28406;180;623;13;7;7;1128;185;78
BRADESCO CONS. LTDA.                                        ;52568821;202411;00769;1;114;97716,14;3;16,18773;180;625;21;15;5;1177;171;78
BRADESCO CONS. LTDA.                                        ;52568821;202411;00770;1;114;96437,92;3;16,44493;180;584;20;8;5;1113;163;78
BRADESCO CONS. LTDA.                                        ;52568821;202411;00771;1;114;96923,39;3;16,42892;180;598;21;10;2;1148;175;75
BRADESCO CONS. LTDA.                                        ;52568821;202411;00772;1;114;98036,94;3;16,25977;180;572;20;12;5;1078;191;69
BRADESCO CONS. LTDA.                                        ;52568821;202411;00773;1;114;98725,60;3;16,34917;180;598;12;8;2;1130;170;75
BRADESCO CONS. LTDA.                                        ;52568821;202411;00774;1;113;96808,62;3;16,48622;180;583;16;7;2;1215;160;80
BRADESCO CONS. LTDA.                                        ;52568821;202411;00775;1;113;98182,39;3;16,73496;180;574;9;12;3;1157;150;85
BRADESCO CONS. LTDA.                                        ;52568821;202411;00776;1;113;96837,18;3;16,41041;180;588;11;6;6;1237;164;79
BRADESCO CONS. LTDA.                                        ;52568821;202411;00777;1;113;94167,33;3;16,70286;180;570;18;7;3;1281;180;81
